2009-2010 Award Year FFEL Volume by School,,,,,,,,,,,,,,,,,,,,,,,,
Award Year Quarterly Activity  (04/01/2010-06/30/2010),,,,,,,,,,,,,,,,,,,,,,,,
Data Run: 4/5/2012,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,, FFEL SUBSIDIZED ,,,,, FFEL UNSUBSIDIZED ,,,,, FFEL PARENT PLUS ,,,,,FFEL GRAD PLUS,,,,
00300700,WILLISTON STATE COLLEGE,ND,588014464,PUBLIC, 32 , 33 ," $35,722.00 ",33," $35,367.00 ", 26 , 27 ," $47,223.00 ",27," $47,223.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00300800,VALLEY CITY STATE UNIVERSITY,ND,580720000,PUBLIC, 3 , 3 ," $5,272.00 ",3," $5,272.00 ", 4 , 4 ," $8,588.00 ",4," $8,588.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00484600,RASMUSSEN COLLEGE,ND,581037196,PROPRIETARY, 173 , 174 ," $661,304.00 ","1,642"," $2,127,583.00 ", 209 , 290 ," $1,032,091.00 ","2,705"," $3,307,774.00 ", -   , -   , $-   ,2," $4,667.00 ", -   , -   , $-   ,0, $-   
00775600,JOSEFS SCHOOL OF HAIR DESIGN,ND,581024977,PROPRIETARY, 18 , 18 ," $55,835.00 ",64," $102,102.00 ", 21 , 21 ," $108,760.00 ",68," $155,756.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00935400,MEDCENTER ONE COLLEGE OF NURSING,ND,585014494,PRIVATE, -   , -   , $-   ,0, $-   , 1 , 1 ," $1,600.00 ",1," $1,600.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01040600,JOSEF'S SCHOOL OF HAIR DESIGN,ND,582016394,PROPRIETARY, 18 , 18 ," $62,650.00 ",74," $116,387.00 ", 21 , 21 ," $87,860.00 ",87," $179,922.00 ", 1 , 1 ," $8,000.00 ",2," $8,000.00 ", -   , -   , $-   ,0, $-   
01205900,TRINITY BIBLE COLLEGE,ND,584367105,PRIVATE, 7 , 7 ," $21,120.00 ",10," $26,120.00 ", 7 , 9 ," $23,010.00 ",10," $23,010.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01229500,JZ TREND ACADEMY PAUL MITCHELL PARTNER SCHOOL,ND,585044001,PROPRIETARY, 20 , 20 ," $64,283.00 ",40," $58,160.00 ", 22 , 22 ," $86,658.00 ",46," $89,862.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02298200,HEADQUARTERS ACADEMY OF HAIR DESIGN,ND,587013914,PROPRIETARY, 20 , 20 ," $71,041.00 ",43," $83,976.00 ", 16 , 16 ," $77,812.00 ",36," $80,627.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03087200,MOLER BARBER COLLEGE OF HAIR STYLING,ND,581031805,PROPRIETARY, 3 , 3 ," $10,500.00 ",7," $12,250.00 ", 3 , 3 ," $18,000.00 ",7," $21,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
04031300,SALON PROFESSIONAL ACADEMY (THE),ND,581033337,PROPRIETARY, 11 , 12 ," $35,562.00 ",46," $79,408.00 ", 12 , 13 ," $50,100.00 ",49," $98,254.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
04139400,HAIR ACADEMY (THE),ND,585014929,PROPRIETARY, 17 , 17 ," $47,561.00 ",39," $59,540.00 ", 14 , 14 ," $41,534.00 ",36," $56,416.00 ", 1 , 1 ," $3,975.00 ",2," $3,457.00 ", -   , -   , $-   ,0, $-   
00254100,CONCORDIA UNIVERSITY,NE,684341594,PRIVATE, 24 , 25 ," $58,327.00 ",127," $202,098.00 ", 38 , 39 ," $123,545.00 ",232," $506,073.00 ", 7 , 7 ," $10,557.00 ",7," $10,557.00 ", -   , -   , $-   ,0, $-   
00254200,CREIGHTON UNIVERSITY,NE,681780001,PRIVATE, 14 , 14 ," $68,842.00 ",16," $73,092.00 ", 28 , 29 ," $102,936.00 ",30," $108,886.00 ", 10 , 10 ," $62,659.00 ",10," $62,659.00 ", 33 , 33 ," $136,435.00 ",34," $136,435.00 "
00254300,DANA COLLEGE,NE,680089905,PROPRIETARY, 3 , 3 ," $8,000.00 ",5," $8,000.00 ", 9 , 9 ," $24,300.00 ",10," $24,300.00 ", 2 , 2 ," $6,180.00 ",3," $6,180.00 ", -   , -   , $-   ,0, $-   
00254400,DOANE COLLEGE,NE,683332421,PRIVATE, 200 , 210 ," $390,437.00 ",550," $787,472.00 ", 211 , 220 ," $465,843.00 ",581," $983,737.00 ", 6 , 6 ," $29,150.00 ",9," $36,275.00 ", -   , -   , $-   ,0, $-   
00254700,GRACE UNIVERSITY,NE,681083629,PRIVATE, 4 , 4 ," $11,150.00 ",28," $64,846.00 ", 5 , 5 ," $14,151.00 ",30," $76,339.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $3,000.00 ",1," $3,000.00 "
00254800,HASTINGS COLLEGE,NE,689017621,PRIVATE, 7 , 8 ," $22,115.00 ",8," $22,115.00 ", 10 , 11 ," $29,138.00 ",14," $32,138.00 ", 2 , 2 ," $5,413.00 ",2," $5,413.00 ", -   , -   , $-   ,0, $-   
00255100,UNIVERSITY OF NEBRASKA - KEARNEY,NE,688490001,PUBLIC, 239 , 251 ," $547,824.00 ",254," $553,310.00 ", 260 , 283 ," $718,362.00 ",288," $719,892.00 ", 13 , 13 ," $37,661.00 ",13," $37,661.00 ", -   , -   , $-   ,0, $-   
00255300,MIDLAND UNIVERSITY,NE,680254254,PRIVATE, 28 , 29 ," $70,200.00 ",36," $74,421.00 ", 37 , 38 ," $95,132.00 ",43," $95,450.00 ", 1 , 1 ," $7,000.00 ",1," $7,000.00 ", -   , -   , $-   ,0, $-   
00255400,UNIVERSITY OF NEBRASKA - OMAHA,NE,681820001,PUBLIC, 791 , 802 ," $1,600,773.00 ",806," $1,592,512.00 ", 761 , 789 ," $2,130,179.00 ",793," $2,119,489.00 ", 34 , 38 ," $118,535.00 ",38," $118,535.00 ", 3 , 4 ," $21,500.00 ",4," $21,500.00 "
00255500,NEBRASKA WESLEYAN UNIVERSITY,NE,685042796,PRIVATE, 39 , 42 ," $102,583.00 ",46," $105,333.00 ", 54 , 59 ," $161,865.00 ",62," $160,168.00 ", 4 , 4 ," $31,700.00 ",5," $34,050.00 ", -   , -   , $-   ,0, $-   
00255700,MID-PLAINS COMMUNITY COLLEGE,NE,691019420,PUBLIC, 44 , 44 ," $69,622.00 ",71," $69,122.00 ", 42 , 43 ," $82,749.00 ",71," $81,598.00 ", 1 , 1 ," $3,640.00 ",2," $3,640.00 ", -   , -   , $-   ,0, $-   
00256000,WESTERN NEBRASKA COMMUNITY COLLEGE,NE,693611815,PUBLIC, 36 , 39 ," $46,085.00 ",72," $49,493.00 ", 34 , 35 ," $76,709.00 ",69," $76,709.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00256300,UNION COLLEGE,NE,685064387,PRIVATE, 13 , 13 ," $49,250.00 ",17," $55,500.00 ", 12 , 12 ," $47,000.00 ",19," $51,001.00 ", 2 , 2 ," $8,944.00 ",3," $10,544.00 ", -   , -   , $-   ,0, $-   
00256600,WAYNE STATE COLLEGE,NE,687871172,PUBLIC, 138 , 141 ," $248,139.00 ",141," $245,953.00 ", 94 , 97 ," $228,744.00 ",97," $227,994.00 ", 3 , 3 ," $6,533.00 ",3," $6,533.00 ", -   , -   , $-   ,0, $-   
00256700,YORK COLLEGE,NE,684672699,PRIVATE, 11 , 11 ," $22,625.00 ",13," $23,125.00 ", 15 , 16 ," $44,810.00 ",18," $47,310.00 ", 1 , 1 ," $3,950.00 ",1," $3,950.00 ", -   , -   , $-   ,0, $-   
00639900,BRYAN LGH COLLEGE OF HEALTH SCIENCES,NE,685061398,PRIVATE, 6 , 6 ," $10,625.00 ",36," $79,175.00 ", 6 , 6 ," $14,250.00 ",35," $119,357.00 ", 3 , 3 ," $6,435.00 ",5," $11,518.00 ", -   , -   , $-   ,17," $104,432.00 "
00640400,NEBRASKA METHODIST COLLEGE OF NURSING & ALLIED HEALTH,NE,681142852,PRIVATE, 136 , 136 ," $398,776.00 ",167," $442,341.00 ", 97 , 98 ," $247,078.00 ",134," $321,175.00 ", 6 , 6 ," $27,177.00 ",9," $35,789.00 ", -   , -   , $-   ,0, $-   
00689500,UNIVERSITY OF NEBRASKA MEDICAL CENTER,NE,681984265,PUBLIC, 4 , 6 ," $17,362.00 ",6," $17,362.00 ", 21 , 22 ," $91,224.00 ",23," $100,086.00 ", -   , -   , $-   ,0, $-   , 20 , 21 ," $91,643.00 ",20," $87,398.00 "
00750100,VATTEROTT COLLEGE,NE,681371237,PROPRIETARY, 32 , 35 ," $85,239.00 ",186," $273,515.00 ", 30 , 34 ," $105,902.00 ",207," $298,890.00 ", -   , -   , $-   ,11," $15,885.00 ", -   , -   , $-   ,0, $-   
00849200,ALEGENT HEALTH SCHOOLS,NE,681142767,PRIVATE, 2 , 2 ," $4,500.00 ",2," $4,500.00 ", 2 , 2 ," $9,000.00 ",2," $9,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00961700,CAPITOL SCHOOLS OF HAIRSTYLING,NE,681372325,PROPRIETARY, 51 , 53 ," $149,082.00 ",108," $156,390.00 ", 37 , 43 ," $101,490.00 ",97," $126,594.00 ", 5 , 5 ," $17,495.00 ",10," $16,003.00 ", -   , -   , $-   ,0, $-   
00974300,BELLEVUE UNIVERSITY,NE,680053098,PRIVATE, 896 , 913 ," $3,785,918.00 ","2,489"," $6,307,955.00 ", 918 , 944 ," $4,971,697.00 ","2,606"," $8,756,796.00 ", 17 , 17 ," $121,190.00 ",30," $137,731.00 ", 7 , 7 ," $38,336.00 ",22," $57,251.00 "
00986200,CLARKSON COLLEGE,NE,681312739,PRIVATE, 1 , 1 , $860.00 ,106," $261,124.00 ", 4 , 4 ," $18,322.00 ",121," $360,209.00 ", 2 , 2 ," $4,300.00 ",8," $18,050.00 ", -   , -   , $-   ,0, $-   
01151900,JOSEPH'S COLLEGE OF BEAUTY,NE,685102226,PROPRIETARY, 59 , 94 ," $237,259.00 ",317," $388,953.00 ", 66 , 81 ," $270,799.00 ",268," $468,071.00 ", 5 , 5 ," $25,609.00 ",16," $43,621.00 ", -   , -   , $-   ,0, $-   
01166700,NORTHEAST COMMUNITY COLLEGE,NE,687020469,PUBLIC, 63 , 67 ," $75,999.00 ",67," $75,978.00 ", 39 , 40 ," $43,248.00 ",40," $41,333.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01258600,METROPOLITAN COMMUNITY COLLEGE,NE,681111658,PUBLIC, 509 , 511 ," $650,975.00 ",823," $687,061.00 ", 357 , 359 ," $617,799.00 ",594," $651,743.00 ", -   , -   , $-   ,1," $1,360.00 ", -   , -   , $-   ,0, $-   
02079700,COLLEGE OF HAIR DESIGN,NE,685082199,PROPRIETARY, 72 , 73 ," $245,548.00 ",204," $347,471.00 ", 74 , 77 ," $271,601.00 ",206," $378,450.00 ", 15 , 16 ," $73,700.00 ",41," $86,175.00 ", -   , -   , $-   ,0, $-   
02099500,CENTRAL COMMUNITY COLLEGE,NE,688017299,PUBLIC, 27 , 27 ," $49,007.00 ",51," $72,091.00 ", 33 , 34 ," $57,441.00 ",53," $75,017.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02508300,SOUTHEAST COMMUNITY COLLEGE,NE,685201299,PUBLIC, 690 , 698 ," $1,469,614.00 ","3,513"," $4,429,854.00 ", 508 , 512 ," $1,120,040.00 ","3,512"," $4,970,213.00 ", 7 , 8 ," $14,405.00 ",144," $235,225.00 ", -   , -   , $-   ,0, $-   
02610500,XENON INTERNATIONAL ACADEMY II,NE,681273522,PROPRIETARY, 60 , 60 ," $216,723.00 ",164," $305,918.00 ", 71 , 72 ," $314,007.00 ",197," $425,089.00 ", 4 , 4 ," $18,224.00 ",12," $32,504.00 ", -   , -   , $-   ,0, $-   
03164300,CREATIVE CENTER (THE),NE,681642911,PROPRIETARY, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 1 , 1 ," $7,217.00 ",2," $7,217.00 ", -   , -   , $-   ,0, $-   
03279300,MYOTHERAPY INSTITUTE,NE,685163641,PROPRIETARY, 1 , 1 ," $2,015.00 ",13," $13,069.00 ", 1 , 1 , $285.00 ,14," $18,503.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00257200,COLBY-SAWYER COLLEGE,NH,032574648,PRIVATE, -   , -   , $-   ,0, $-   , 1 , 1 ," $1,750.00 ",1," $1,750.00 ", 1 , 1 ," $16,875.00 ",1," $16,875.00 ", -   , -   , $-   ,0, $-   
00257300,DARTMOUTH COLLEGE,NH,037553529,PRIVATE, 48 , 51 ," $160,225.00 ",305," $411,528.00 ", 74 , 79 ," $383,871.00 ",415," $901,584.00 ", 8 , 9 ," $79,596.00 ",19," $119,956.00 ", 9 , 10 ," $53,899.00 ",19," $72,702.00 "
00257900,NEW ENGLAND COLLEGE,NH,032423293,PRIVATE, 123 , 124 ," $585,764.00 ",363," $984,612.00 ", 145 , 149 ," $768,280.00 ",413," $1,381,373.00 ", 7 , 7 ," $46,956.00 ",8," $46,956.00 ", 3 , 4 ," $14,766.00 ",6," $22,429.00 "
00258000,SOUTHERN NEW HAMPSHIRE UNIVERSITY,NH,031061045,PRIVATE, 566 , 592 ," $2,108,761.00 ","3,233"," $5,646,559.00 ", 569 , 622 ," $2,338,735.00 ","3,847"," $7,911,954.00 ", 4 , 4 ," $11,941.00 ",13," $28,760.00 ", 6 , 7 ," $35,184.00 ",49," $149,944.00 "
00258100,NHTI  - CONCORD'S COMMUNITY COLLEGE,NH,033017412,PUBLIC, 30 , 30 ," $93,515.00 ",35," $100,512.00 ", 34 , 34 ," $121,719.00 ",35," $123,613.00 ", 6 , 6 ," $20,855.00 ",7," $20,855.00 ", -   , -   , $-   ,0, $-   
00258200,MANCHESTER COMMUNITY COLLEGE,NH,031028518,PUBLIC, 35 , 35 ," $105,531.00 ",57," $120,178.00 ", 25 , 25 ," $97,881.00 ",51," $131,762.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00258300,GREAT BAY COMMUNITY COLLEGE,NH,038012807,PUBLIC, 13 , 13 ," $35,181.00 ",27," $45,625.00 ", 9 , 9 ," $18,922.00 ",23," $28,780.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00258600,RIVIER COLLEGE,NH,030605086,PRIVATE, 20 , 20 ," $53,779.00 ",49," $110,759.00 ", 18 , 20 ," $64,737.00 ",49," $160,953.00 ", 3 , 4 ," $14,233.00 ",6," $14,233.00 ", -   , -   , $-   ,0, $-   
00258700,SAINT ANSELM COLLEGE,NH,031021310,PRIVATE, 5 , 5 ," $16,110.00 ",6," $16,110.00 ", 9 , 9 ," $12,890.00 ",9," $12,890.00 ", 4 , 4 ," $16,999.00 ",4," $16,999.00 ", -   , -   , $-   ,0, $-   
00258900,UNIVERSITY OF NEW HAMPSHIRE,NH,038242511,PUBLIC, 46 , 46 ," $177,334.00 ",53," $190,964.00 ", 65 , 65 ," $214,143.00 ",74," $228,159.00 ", 21 , 21 ," $86,628.00 ",23," $86,628.00 ", 9 , 9 ," $34,477.00 ",9," $34,477.00 "
00259000,KEENE STATE COLLEGE,NH,034351504,PUBLIC, 67 , 68 ," $145,755.00 ",113," $171,051.00 ", 72 , 82 ," $176,277.00 ",123," $196,708.00 ", 11 , 11 ," $60,700.00 ",17," $60,701.00 ", 1 , 1 ," $2,500.00 ",2," $2,500.00 "
00472900,HESSER COLLEGE,NH,031037230,PROPRIETARY, 117 , 125 ," $189,615.00 ",581," $458,179.00 ", 126 , 139 ," $182,939.00 ",574," $398,120.00 ", 4 , 4 ," $7,413.00 ",16," $16,442.00 ", -   , -   , $-   ,0, $-   
00473300,CHESTER COLLEGE OF NEW ENGLAND,NH,030364331,PRIVATE, 2 , 2 ," $8,250.00 ",2," $8,250.00 ", 2 , 2 ," $5,500.00 ",2," $5,500.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00529100,WHITE MOUNTAINS COMMUNITY COLLEGE,NH,035703799,PUBLIC, 6 , 6 ," $20,250.00 ",6," $20,250.00 ", 4 , 4 ," $10,937.00 ",4," $10,937.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00702500,LEBANON COLLEGE,NH,037661312,PRIVATE, -   , -   , $-   ,31," $38,112.00 ", -   , -   , $-   ,23," $44,844.00 ", -   , -   , $-   ,2," $3,000.00 ", -   , -   , $-   ,0, $-   
00755500,LAKES REGION COMMUNITY COLLEGE,NH,032461326,PUBLIC, 8 , 8 ," $26,833.00 ",15," $32,674.00 ", 6 , 6 ," $26,824.00 ",15," $37,530.00 ", -   , -   , $-   ,1, $775.00 , -   , -   , $-   ,0, $-   
00756000,RIVER VALLEY COMMUNITY COLLEGE,NH,037439707,PUBLIC, 6 , 6 ," $13,497.00 ",9," $18,747.00 ", 5 , 5 ," $17,636.00 ",6," $19,136.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00849300,CONTINENTAL ACADEMIE OF HAIR DESIGN,NH,031034901,PROPRIETARY, 1 , 1 ," $3,500.00 ",4," $8,250.00 ", 2 , 2 ," $7,802.00 ",5," $14,802.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00923600,NASHUA COMMUNITY COLLEGE,NH,030632052,PUBLIC, 28 , 28 ," $66,047.00 ",45," $90,780.00 ", 31 , 33 ," $103,547.00 ",43," $123,952.00 ", 1 , 1 , $712.00 ,2," $3,712.00 ", -   , -   , $-   ,0, $-   
01318900,CONTINENTAL ACADEMIE OF HAIR DESIGN,NH,030513754,PROPRIETARY, 9 , 9 ," $25,066.00 ",21," $35,715.00 ", 10 , 10 ," $43,275.00 ",26," $65,582.00 ", -   , -   , $-   ,2," $8,038.00 ", -   , -   , $-   ,0, $-   
02097900,UNIVERSITY OF NEW HAMPSHIRE SCHOOL OF LAW,NH,033019912,PRIVATE, 2 , 2 ," $5,497.00 ",2," $5,497.00 ", 10 , 11 ," $56,104.00 ",11," $56,104.00 ", -   , -   , $-   ,0, $-   , 109 , 141 ," $918,370.00 ",143," $904,995.00 "
02140400,SAINT JOSEPH SCHOOL OF  NURSING,NH,030604161,PRIVATE, 23 , 23 ," $80,412.00 ",23," $80,207.00 ", 24 , 24 ," $122,352.00 ",24," $122,611.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02174800,MICHAEL'S SCHOOL OF HAIR DESIGN & ESTHETICS,NH,031100000,PROPRIETARY, 7 , 7 ," $18,899.00 ",36," $59,732.00 ", 7 , 7 ," $25,761.00 ",38," $83,761.00 ", 2 , 2 ," $14,100.00 ",2," $14,100.00 ", -   , -   , $-   ,0, $-   
02211600,PORTSMOUTH BEAUTY SCHOOL OF HAIR DESIGN,NH,038014084,PROPRIETARY, 1 , 1 ," $3,000.00 ",3," $4,500.00 ", 1 , 1 ," $1,333.00 ",3," $2,001.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02247000,NEW ENGLAND SCHOOL OF HAIR DESIGN,NH,037842003,PROPRIETARY, 4 , 4 ," $12,770.00 ",15," $29,520.00 ", 5 , 5 ," $12,567.00 ",14," $32,980.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03101300,GRANITE STATE COLLEGE,NH,033016400,PUBLIC, 122 , 125 ," $253,706.00 ",740," $944,792.00 ", 111 , 113 ," $257,353.00 ",775," $1,355,148.00 ", -   , -   , $-   ,5," $12,075.00 ", -   , -   , $-   ,0, $-   
03182300,NEW HAMPSHIRE INSTITUTE OF ART,NH,031044858,PRIVATE, -   , -   , $-   ,2," $5,500.00 ", -   , -   , $-   ,2," $4,500.00 ", 1 , 1 ," $2,200.00 ",1," $2,200.00 ", -   , -   , $-   ,0, $-   
00259700,BLOOMFIELD COLLEGE,NJ,070033425,PRIVATE, 212 , 221 ," $521,749.00 ",377," $532,059.00 ", 227 , 242 ," $640,064.00 ",423," $664,493.00 ", 5 , 5 ," $31,905.00 ",5," $26,026.00 ", -   , -   , $-   ,0, $-   
00259800,CALDWELL COLLEGE,NJ,070066195,PRIVATE, 106 , 108 ," $290,316.00 ",293," $453,277.00 ", 110 , 113 ," $321,347.00 ",316," $584,586.00 ", 6 , 7 ," $44,534.00 ",12," $42,760.00 ", 1 , 1 ," $4,565.00 ",2," $4,566.00 "
00259900,CENTENARY COLLEGE,NJ,078402184,PRIVATE, 64 , 66 ," $240,019.00 ",184," $406,321.00 ", 135 , 157 ," $753,816.00 ",363," $1,247,021.00 ", 5 , 5 ," $37,500.00 ",5," $37,500.00 ", -   , -   , $-   ,1," $5,000.00 "
00260000,COLLEGE OF SAINT ELIZABETH,NJ,079606989,PRIVATE, 51 , 53 ," $161,227.00 ",54," $161,227.00 ", 91 , 97 ," $365,342.00 ",97," $359,449.00 ", 2 , 2 ," $5,385.00 ",2," $5,385.00 ", 1 , 1 ," $8,700.00 ",1," $8,700.00 "
00260100,CUMBERLAND COUNTY COLLEGE,NJ,083620517,PUBLIC, 101 , 104 ," $260,151.00 ",135," $263,308.00 ", 70 , 72 ," $194,791.00 ",87," $198,599.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00260300,DREW UNIVERSITY,NJ,079404063,PRIVATE, 47 , 47 ," $187,627.00 ",58," $189,877.00 ", 61 , 63 ," $243,982.00 ",76," $238,478.00 ", 7 , 7 ," $77,025.00 ",7," $77,025.00 ", 2 , 2 ," $12,000.00 ",2," $12,000.00 "
00260700,FAIRLEIGH DICKINSON UNIVERSITY,NJ,076661996,PRIVATE, 375 , 386 ," $1,453,386.00 ",673," $1,728,016.00 ", 421 , 439 ," $2,162,110.00 ",742," $2,529,355.00 ", 49 , 49 ," $459,759.00 ",62," $456,501.00 ", 23 , 24 ," $166,681.00 ",30," $174,681.00 "
00260800,GEORGIAN COURT UNIVERSITY,NJ,087012697,PRIVATE, 86 , 87 ," $285,221.00 ",90," $290,554.00 ", 146 , 156 ," $492,589.00 ",159," $490,005.00 ", 3 , 3 ," $15,000.00 ",3," $15,000.00 ", 6 , 6 ," $42,686.00 ",6," $42,686.00 "
00261000,FELICIAN COLLEGE,NJ,076442198,PRIVATE, 73 , 75 ," $216,459.00 ",298," $589,552.00 ", 93 , 101 ," $337,896.00 ",380," $977,501.00 ", 4 , 4 ," $28,020.00 ",8," $38,853.00 ", 1 , 1 ," $6,360.00 ",1," $6,360.00 "
00261300,NEW JERSEY CITY UNIVERSITY,NJ,073051597,PUBLIC, 197 , 199 ," $593,365.00 ",326," $709,337.00 ", 172 , 175 ," $555,535.00 ",275," $628,991.00 ", 5 , 5 ," $26,460.00 ",10," $38,710.00 ", 3 , 3 ," $13,574.00 ",3," $13,574.00 "
00261500,MIDDLESEX COUNTY COLLEGE,NJ,088183050,PUBLIC, 123 , 135 ," $246,351.00 ",142," $246,361.00 ", 123 , 134 ," $285,356.00 ",134," $284,856.00 ", 2 , 2 ," $1,650.00 ",2," $1,650.00 ", -   , -   , $-   ,0, $-   
00261600,MONMOUTH UNIVERSITY,NJ,077641898,PRIVATE, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 8 , 8 ," $22,062.00 ",8," $22,062.00 ", -   , -   , $-   ,1," $1,679.00 "
00261700,MONTCLAIR STATE UNIVERSITY,NJ,070439987,PUBLIC, 395 , 407 ," $1,086,933.00 ",410," $1,091,406.00 ", 354 , 368 ," $1,133,987.00 ",373," $1,148,335.00 ", 42 , 43 ," $204,501.00 ",44," $204,501.00 ", 32 , 33 ," $235,945.00 ",33," $235,939.00 "
00261900,NEW BRUNSWICK THEOLOGICAL SEMINARY,NJ,089011196,PRIVATE, 2 , 2 ," $8,500.00 ",2," $8,500.00 ", 10 , 12 ," $35,700.00 ",16," $35,700.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00262100,NEW JERSEY INSTITUTE OF TECHNOLOGY,NJ,071021982,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 1 , 1 ," $6,200.00 ",2," $6,200.00 ", -   , -   , $-   ,0, $-   
00262400,OCEAN COUNTY COLLEGE,NJ,087542001,PUBLIC, 129 , 131 ," $307,792.00 ",242," $364,041.00 ", 151 , 154 ," $399,904.00 ",289," $480,207.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00262700,PRINCETON UNIVERSITY,NJ,085440001,PRIVATE, 2 , 2 ," $9,000.00 ",3," $9,000.00 ", 5 , 5 ," $23,383.00 ",8," $23,200.00 ", 1 , 1 ," $12,000.00 ",2," $12,000.00 ", -   , -   , $-   ,0, $-   
00262800,RIDER UNIVERSITY,NJ,086483099,PRIVATE, 79 , 80 ," $246,550.00 ",100," $252,821.00 ", 123 , 129 ," $425,305.00 ",159," $444,121.00 ", 3 , 4 ," $22,000.00 ",6," $33,000.00 ", 3 , 3 ," $23,350.00 ",3," $23,350.00 "
00262900,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",NJ,089011281,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 4 , 4 ," $18,040.00 ",4," $18,040.00 ", 10 , 10 ," $90,300.00 ",10," $90,300.00 "
00263200,SETON HALL UNIVERSITY,NJ,070792697,PRIVATE, 165 , 171 ," $941,610.00 ",322," $1,114,071.00 ", 245 , 263 ," $1,767,159.00 ",538," $2,489,115.00 ", 37 , 38 ," $346,043.00 ",54," $349,574.00 ", 178 , 185 ," $1,694,282.00 ",258," $1,687,810.00 "
00263800,SAINT PETER'S COLLEGE,NJ,073065997,PRIVATE, 92 , 101 ," $337,405.00 ",176," $374,923.00 ", 126 , 142 ," $528,730.00 ",238," $574,702.00 ", 5 , 5 ," $25,446.00 ",7," $25,446.00 ", 1 , 1 ," $2,907.00 ",3," $8,657.00 "
00264200,COLLEGE OF NEW JERSEY (THE),NJ,086280718,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 1 , 1 ," $13,357.00 ",1," $13,357.00 ", -   , -   , $-   ,0, $-   
00264300,UNION COUNTY COLLEGE,NJ,070161598,PUBLIC, 152 , 159 ," $262,060.00 ",338," $387,323.00 ", 154 , 172 ," $285,099.00 ",353," $386,103.00 ", 2 , 2 ," $8,000.00 ",3," $8,750.00 ", -   , -   , $-   ,0, $-   
00473600,BERGEN COMMUNITY COLLEGE,NJ,076521595,PUBLIC, 225 , 237 ," $510,027.00 ",536," $673,259.00 ", 222 , 230 ," $518,818.00 ",584," $767,643.00 ", 8 , 9 ," $37,246.00 ",14," $45,351.00 ", -   , -   , $-   ,0, $-   
00539900,MONMOUTH COUNTY VOCATIONAL SCHOOL DISTRICT,NJ,077534473,PUBLIC, 1 , 1 ," $3,000.00 ",16," $26,000.00 ", 1 , 1 ," $3,500.00 ",6," $11,250.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00545200,TETERBORO SCHOOL OF AERONAUTICS,NJ,076081083,PROPRIETARY, -   , -   , $-   ,1," $1,500.00 ", -   , -   , $-   ,1," $2,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
